COD;COUNTRY;YEAR;IDH;IDHr;INBpc;CONTCORR;EGOB;ESTPOL;CALIREG;RJUE;VOZYREND;GasSocial;IDEM;IPC;ILIB;IGINIGM;IGINICEPAL;RJUEd;GasSociald;LGasSocial;LLIB;CONTCORRp;EGOBp;ESTPOLp;CALIREGp;RJUEp;VOZYRENDp;LCONTCORRp;LEGOBp;LESTPOLp;LCALIREGp;LRJUEp;LVOZYRENDp;CONTCORRpd;EGOBpd;ESTPOLpd;CALIREGpd;RJUEpd;VOZYRENDpd
ARG;Argentina;2007;0.806;0.819;21867;-0.34;-0.02;0.1;-0.67;-0.59;0.45;9;66.3;29;2;45.8;0.437;-0.02;0.6;0.954242509;0.301029996;45.15;53.4;46.86;25.73;34.45;58.65;1.6547;1.7275;1.6708;1.4104;1.5372;1.7683;2.2200;-1.7200;0.9700;-0.7400;0.0000;0.4800
ARG;Argentina;2008;0.81;0.823;22551;-0.44;-0.15;-0.09;-0.74;-0.68;0.36;9.1;66.3;29;2;44.9;0.413;-0.09;0.1;0.959041392;0.301029996;39.32;50.49;40.87;23.3;27.88;58.17;1.5946;1.7032;1.6114;1.3674;1.4454;1.7647;-5.8300;-2.9100;-5.9900;-2.4300;-6.5651;-0.4800
ARG;Argentina;2009;0.81;0.829;20877;-0.44;-0.32;-0.23;-0.85;-0.68;0.28;11.2;67.35;29;2;44;0.413;0;2.1;1.049218023;0.301029996;39.71;45.93;36.97;22.49;30.81;56.4;1.5989;1.6621;1.5678;1.3520;1.4886;1.7513;0.3900;-4.5600;-3.9000;-0.8100;2.9211;-1.7700
ARG;Argentina;2010;0.818;0.834;22727;-0.36;-0.16;-0.08;-0.76;-0.59;0.36;11.1;68.4;29;2;43;0.412;0.09;-0.1;1.045322979;0.301029996;43.33;49.28;42.65;23.92;33.18;58.29;1.6368;1.6927;1.6299;1.3788;1.5208;1.7656;3.6200;3.3500;5.6800;1.4300;2.3697;1.8900
ARG;Argentina;2011;0.823;0.838;23947;-0.37;-0.12;0.16;-0.72;-0.56;0.34;11.3;68.4;30;2;42.3;0.406;0.03;0.2;1.053078443;0.301029996;44.08;49.76;52.13;25.59;33.33;58.22;1.6442;1.6969;1.7171;1.4081;1.5229;1.7651;0.7500;0.4800;9.4800;1.6700;0.1580;-0.0700
ARG;Argentina;2012;0.823;0.838;23516;-0.44;-0.24;0.1;-0.93;-0.68;0.3;12.1;68.4;35;2;41.8;0.389;-0.12;0.8;1.08278537;0.301029996;39.34;46.92;49.29;20.85;30.99;57.28;1.5948;1.6714;1.6928;1.3191;1.4912;1.7580;-4.7400;-2.8400;-2.8400;-4.7400;-2.3474;-0.9400
ARG;Argentina;2013;0.824;0.84;23852;-0.43;-0.28;0.07;-0.96;-0.71;0.28;13;68.4;34;2;41.6;0.389;-0.03;0.9;1.113943352;0.301029996;40.28;45.97;48.34;18.01;29.58;56.81;1.6051;1.6625;1.6843;1.2555;1.4710;1.7544;0.9400;-0.9500;-0.9500;-2.8400;-1.4085;-0.4700
ARG;Argentina;2014;0.825;0.843;23048;-0.54;-0.16;-0.01;-1.07;-0.89;0.35;13;68.4;34;2;41.6;0.391;-0.18;0;1.113943352;0.301029996;35.1;46.63;45.71;12.5;18.75;59.11;1.5453;1.6687;1.6600;1.0969;1.2730;1.7717;-5.1800;0.6600;-2.6300;-5.5100;-10.8275;2.3000
ARG;Argentina;2015;0.828;0.847;23466;-0.55;-0.08;0.01;-0.91;-0.77;0.41;14.1;70.2;32;2;41.8;0.392;0.12;1.1;1.149219113;0.301029996;33.65;50;46.19;17.31;24.04;60.1;1.5270;1.6990;1.6645;1.2383;1.3809;1.7789;-1.4500;3.3700;0.4800;4.8100;5.2885;0.9900
ARG;Argentina;2016;0.828;0.849;22697;-0.28;0.16;0.2;-0.47;-0.39;0.49;14.2;69.6;36;2;42.1;0.393;0.38;0.1;1.152288344;0.301029996;47.12;60.1;52.86;33.65;37.50;63.55;1.6732;1.7789;1.7231;1.5270;1.5740;1.8031;13.4700;10.1000;6.6700;16.3400;13.4615;3.4500
ARG;Argentina;2017;0.832;0.854;22962;-0.26;0.15;0.17;-0.29;-0.25;0.53;14.6;69.6;39;2;42.3;0.388;0.14;0.4;1.164352856;0.301029996;47.6;58.65;53.33;41.35;46.15;65.52;1.6776;1.7683;1.7270;1.6165;1.6642;1.8164;0.4800;-1.4500;0.4700;7.7000;8.6538;1.9700
ARG;Argentina;2018;0.83;0.856;21918;-0.07;0.03;0.02;-0.29;-0.24;0.56;13.5;70.2;40;2;42.4;0.396;0.01;-1.1;1.130333768;0.301029996;55.29;54.81;47.62;42.31;45.67;66.5;1.7426;1.7389;1.6778;1.6264;1.6597;1.8228;7.6900;-3.8400;-5.7100;0.9600;-0.4808;0.9800
BOL;Bolivia (Plurinational State of);2007;0.638;0.667;5847;-0.4;-0.57;-0.85;-0.98;-0.83;0.04;11.7;60.65;29;3;54;0.586;0.02;-0.1;1.068185862;0.477121255;39.81;32.04;19.32;16.99;22.49;47.6;1.6000;1.5057;1.2860;1.2302;1.3520;1.6776;0.7900;4.2400;-3.3900;-2.6200;-1.4354;-1.9200
BOL;Bolivia (Plurinational State of);2008;0.647;0.678;6133;-0.52;-0.62;-0.7;-0.87;-0.97;0;11.5;61.5;30;3;51.8;0.513;-0.14;-0.2;1.06069784;0.477121255;35.92;31.55;23.56;18.93;17.31;48.08;1.5553;1.4990;1.3722;1.2772;1.2382;1.6820;-3.8900;-0.4900;4.2400;1.9400;-5.1803;0.4800
BOL;Bolivia (Plurinational State of);2009;0.651;0.683;6199;-0.63;-0.6;-0.51;-0.88;-1.11;0.01;13;60.35;27;3;49.7;0.511;-0.14;1.5;1.113943352;0.477121255;28.71;33.49;27.49;21.05;14.22;48.82;1.4580;1.5249;1.4392;1.3233;1.1528;1.6886;-7.2100;1.9400;3.9300;2.1200;-3.0897;0.7400
BOL;Bolivia (Plurinational State of);2010;0.656;0.689;6301;-0.47;-0.5;-0.42;-0.8;-1.02;-0.04;12.3;59.2;28;3;48.1;0.491;0.09;-0.7;1.089905111;0.477121255;39.05;37.8;32.23;23.44;15.17;47.39;1.5916;1.5775;1.5083;1.3700;1.1809;1.6757;10.3400;4.3100;4.7400;2.3900;0.9479;-1.4300
BOL;Bolivia (Plurinational State of);2011;0.66;0.692;6481;-0.57;-0.47;-0.42;-0.76;-0.98;-0.07;11.2;58.4;27.6;3;47.4;0.471;0.04;-1.1;1.049218023;0.477121255;34.12;39.81;33.18;24.17;16.90;46.48;1.5330;1.6000;1.5209;1.3833;1.2279;1.6673;-4.9300;2.0100;0.9500;0.7300;1.7355;-0.9100
BOL;Bolivia (Plurinational State of);2012;0.663;0.697;6608;-0.73;-0.37;-0.46;-0.82;-1.02;-0.08;11;58.4;34;3;47.1;0.474;-0.04;-0.2;1.041392685;0.477121255;27.01;43.13;33.18;22.75;15.96;45.54;1.4315;1.6348;1.5209;1.3570;1.2031;1.6584;-7.1100;3.3200;0.0000;-1.4200;-0.9390;-0.9400
BOL;Bolivia (Plurinational State of);2013;0.673;0.707;6937;-0.59;-0.39;-0.33;-0.78;-1.05;-0.07;10.9;57.9;34;3;47;0.48;-0.03;-0.1;1.037426498;0.477121255;34.6;43.13;36.49;24.17;15.02;46.48;1.5391;1.6348;1.5622;1.3833;1.1768;1.6673;7.5900;0.0000;3.3100;1.4200;-0.9390;0.9400
BOL;Bolivia (Plurinational State of);2014;0.678;0.712;7314;-0.63;-0.59;-0.33;-0.87;-1.06;-0.03;11.6;57.9;35;3;46.7;0.471;-0.01;0.7;1.064457989;0.477121255;30.29;28.85;33.33;20.67;12.98;48.28;1.4813;1.4601;1.5228;1.3153;1.1133;1.6838;-4.3100;-14.2800;-3.1600;-3.5000;-2.0427;1.8000
BOL;Bolivia (Plurinational State of);2015;0.685;0.717;7718;-0.7;-0.65;-0.27;-0.89;-1.14;0;12.5;57.5;34;3;46.3;0.454;-0.08;0.9;1.096910013;0.477121255;26.92;29.33;36.67;19.23;10.58;46.8;1.4301;1.4673;1.5643;1.2840;1.0244;1.6702;-3.3700;0.4800;3.3400;-1.4400;-2.4038;-1.4800
BOL;Bolivia (Plurinational State of);2016;0.692;0.725;8057;-0.72;-0.57;-0.25;-0.92;-1.2;-0.04;12.6;56.3;33;3;45.7;0.466;-0.06;0.1;1.100370545;0.477121255;25;33.17;36.67;17.31;9.62;45.32;1.3979;1.5207;1.5643;1.2383;0.9830;1.6563;-1.9200;3.8400;0.0000;-1.9200;-0.9615;-1.4800
BOL;Bolivia (Plurinational State of);2017;0.7;0.735;8186;-0.66;-0.38;-0.28;-0.9;-1.21;-0.02;12.7;54.9;33;3;45.1;0.461;-0.01;0.1;1.103803721;0.477121255;28.37;37.98;34.29;16.35;9.62;45.32;1.4529;1.5796;1.5352;1.2135;0.9830;1.6563;3.3700;4.8100;-2.3800;-0.9600;0.0000;0.0000
BOL;Bolivia (Plurinational State of);2018;0.703;0.737;8445;-0.62;-0.32;-0.28;-0.91;-1.15;-0.04;12.7;57;29;3;44.6;0.438;0.06;0;1.103803721;0.477121255;28.85;39.9;37.14;15.38;9.62;44.33;1.4601;1.6010;1.5698;1.1870;0.9830;1.6467;0.4800;1.9200;2.8500;-0.9700;0.0000;-0.9900
BRA;Brazil;2007;0.705;0.69;13280;-0.08;-0.21;-0.36;-0.03;-0.37;0.54;14.3;73.8;35;2;54.9;0.543;0;-0.1;1.155336037;0.301029996;55.34;48.06;32.85;53.4;43.54;63.94;1.7430;1.6818;1.5165;1.7275;1.6389;1.8058;1.1900;4.1600;-2.4200;-0.5200;-0.4785;2.8800
BRA;Brazil;2008;0.716;0.704;13774;0.01;-0.09;-0.31;0.05;-0.32;0.57;14;73.8;35;2;54.3;0.536;0.05;-0.3;1.146128036;0.301029996;59.22;52.43;33.65;54.37;46.15;63.94;1.7725;1.7196;1.5270;1.7354;1.6642;1.8058;3.8800;4.3700;0.8000;0.9700;2.6132;0.0000
BRA;Brazil;2009;0.718;0.707;13649;-0.07;-0.09;0.17;0.1;-0.16;0.52;15.2;72.5;37;2;53.8;0.533;0.16;1.2;1.181843588;0.301029996;56.46;51.67;51.18;54.55;50.71;62.56;1.7517;1.7132;1.7091;1.7368;1.7051;1.7963;-2.7600;-0.7600;17.5300;0.1800;4.5571;-1.3800
BRA;Brazil;2010;0.726;0.715;14409;0.05;-0.04;0.01;0.15;0.04;0.57;15;71.2;37;2;53.3;0.5295;0.2;-0.2;1.176091259;0.301029996;60;54.07;45.97;55.02;55.92;65.88;1.7782;1.7330;1.6625;1.7405;1.7476;1.8188;3.5400;2.4000;-5.2100;0.4700;5.2133;3.3200
BRA;Brazil;2011;0.73;0.719;14921;0.17;-0.12;-0.13;0.17;0.04;0.51;14.9;71.2;37.7;2;53.1;0.526;0;-0.1;1.173186268;0.301029996;63.03;50.71;41.23;55.92;56.34;63.38;1.7995;1.7051;1.6152;1.7476;1.7508;1.8020;3.0300;-3.3600;-4.7400;0.9000;0.4139;-2.5000
BRA;Brazil;2012;0.734;0.724;15083;-0.04;-0.13;0.05;0.09;-0.07;0.48;15.3;71.2;43;2;52.6;0.523;-0.11;0.4;1.184691431;0.301029996;58.29;49.76;46.45;55.45;53.05;62.91;1.7656;1.6969;1.6670;1.7439;1.7247;1.7987;-4.7400;-0.9500;5.2200;-0.4700;-3.2864;-0.4700
BRA;Brazil;2013;0.752;0.748;15579;-0.08;-0.09;-0.26;0.07;-0.08;0.42;15.4;71.2;42;2;52.2;0.522;-0.01;0.1;1.187520721;0.301029996;55.92;50.71;36.97;54.5;52.58;60.56;1.7476;1.7051;1.5678;1.7364;1.7208;1.7822;-2.3700;0.9500;-9.4800;-0.9500;-0.4695;-2.3500
BRA;Brazil;2014;0.755;0.753;15450;-0.34;-0.14;-0.07;-0.08;-0.05;0.47;15.9;73.8;43;2;51.9;0.514;0.03;0.5;1.201397124;0.301029996;46.63;47.6;42.86;51.44;56.25;62.07;1.6687;1.6776;1.6321;1.7113;1.7501;1.7929;-9.2900;-3.1100;5.8900;-3.0600;3.6678;1.5100
BRA;Brazil;2015;0.755;0.757;14775;-0.4;-0.18;-0.33;-0.19;-0.15;0.46;16.3;69.6;38;2;51.6;0.511;-0.1;0.4;1.212187604;0.301029996;42.79;48.08;34.29;48.08;51.44;62.07;1.6313;1.6820;1.5352;1.6820;1.7113;1.7929;-3.8400;0.4800;-8.5700;-3.3600;-4.8077;0.0000
BRA;Brazil;2016;0.757;0.763;14139;-0.38;-0.17;-0.38;-0.21;-0.16;0.45;17.3;69;40;2;51.4;0.532;-0.01;1;1.238046103;0.301029996;42.79;46.63;31.9;46.63;49.04;62.07;1.6313;1.6687;1.5038;1.6687;1.6905;1.7929;0.0000;-1.4500;-2.3900;-1.4500;-2.4038;0.0000
BRA;Brazil;2017;0.76;0.767;14248;-0.53;-0.29;-0.42;-0.11;-0.28;0.45;17.6;68.6;37;2;51.3;0.533;-0.12;0.3;1.245512668;0.301029996;36.06;41.83;30.48;51.44;43.27;61.58;1.5570;1.6215;1.4840;1.7113;1.6362;1.7894;-6.7300;-4.8000;-1.4200;4.8100;-5.7692;-0.4900
BRA;Brazil;2018;0.761;0.768;14182;-0.4;-0.45;-0.39;-0.32;-0.25;0.4;17.7;69.7;35;2;51.3;0.54;0.03;0.1;1.247973266;0.301029996;40.38;36.06;32.38;39.9;44.71;60.59;1.6062;1.5570;1.5103;1.6010;1.6504;1.7824;4.3200;-5.7700;1.9000;-11.5400;1.4423;-0.9900
CHL;Chile;2007;0.801;0.816;17399;1.4;1.28;0.41;1.51;1.29;1.1;11.8;78.9;70;1;48.7;0.4805;0.02;0.3;1.071882007;0;90.78;87.38;58.94;92.23;88.04;85.1;1.9580;1.9414;1.7704;1.9649;1.9447;1.9299;-0.4400;4.9400;-5.7900;0.0700;-1.4354;-0.9600
CHL;Chile;2008;0.811;0.826;18659;1.38;1.17;0.43;1.52;1.31;1.01;13.5;78.9;69;1;48.5;0.47925;0.02;1.7;1.130333768;0;90.78;84.47;58.65;92.72;88.46;80.29;1.9580;1.9267;1.7683;1.9672;1.9468;1.9047;0.0000;-2.9100;-0.2900;0.4900;0.4233;-4.8100
CHL;Chile;2009;0.819;0.84;18342;1.38;1.25;0.6;1.46;1.3;1.02;15.7;77.8;67;1;48.4;0.478;-0.01;2.2;1.195899652;0;89.47;85.17;66.82;92.34;88.15;79.15;1.9517;1.9303;1.8249;1.9654;1.9452;1.8985;-1.3100;0.7000;8.1700;-0.3800;-0.3099;-1.1400
CHL;Chile;2010;0.8;0.808;19074;1.5;1.27;0.68;1.44;1.34;1.1;14.8;76.7;72;1;48.2;0.4735;0.04;-0.9;1.170261715;0;90.48;86.6;68.25;91.39;88.15;82.94;1.9566;1.9375;1.8341;1.9609;1.9452;1.9188;1.0100;1.4300;1.4300;-0.9500;0.0000;3.7900
CHL;Chile;2011;0.812;0.821;20264;1.53;1.25;0.45;1.46;1.37;1.07;14.3;75.4;72.1;1;47.9;0.469;0.03;-0.5;1.155336037;0;90.05;85.31;62.09;91.47;88.73;82.63;1.9545;1.9310;1.7930;1.9613;1.9481;1.9171;-0.4300;-1.2900;-6.1600;0.0800;0.5807;-0.3100
CHL;Chile;2012;0.818;0.827;21468;1.58;1.26;0.33;1.54;1.39;1.08;14.6;75.4;72;1;47.6;0.4675;0.02;0.3;1.164352856;0;91;86.26;57.82;92.42;88.73;83.1;1.9590;1.9358;1.7621;1.9658;1.9481;1.9196;0.9500;0.9500;-4.2700;0.9500;0.0000;0.4700
CHL;Chile;2013;0.83;0.841;22056;1.54;1.26;0.36;1.49;1.37;1.11;14.7;78;71;1;47.5;0.466;-0.02;0.1;1.167317335;0;90.52;86.73;59.72;91.94;87.79;84.51;1.9567;1.9382;1.7761;1.9635;1.9435;1.9269;-0.4800;0.4700;1.9000;-0.4800;-0.9390;1.4100
CHL;Chile;2014;0.834;0.847;22501;1.49;1.16;0.45;1.49;1.43;1.06;15;78;73;1;47.5;0.4595;0.06;0.3;1.176091259;0;90.87;84.62;60;91.83;87.98;80.79;1.9584;1.9275;1.7782;1.9630;1.9444;1.9074;0.3500;-2.1100;0.2800;-0.1100;0.1873;-3.7200
CHL;Chile;2015;0.839;0.853;22949;1.28;1.09;0.43;1.35;1.34;1;15.8;78.4;70;1;47.5;0.453;-0.09;0.8;1.198657087;0;87.5;83.17;60;88.94;87.02;79.31;1.9420;1.9200;1.7782;1.9491;1.9396;1.8993;-3.3700;-1.4500;0.0000;-2.8900;-0.9615;-1.4800
CHL;Chile;2016;0.843;0.858;23003;1.14;1.01;0.41;1.37;1.13;1;16.1;77.8;66;1;47.6;0.4535;-0.21;0.3;1.206825876;0;82.69;79.33;60.48;89.9;85.10;77.83;1.9175;1.8994;1.7816;1.9538;1.9299;1.8911;-4.8100;-3.8400;0.4800;0.9600;-1.9231;-1.4800
CHL;Chile;2017;0.845;0.863;22685;1.04;0.84;0.42;1.34;1.01;1;16.4;78.4;67;1;47.7;0.454;-0.12;0.3;1.214843848;0;82.21;77.88;61.9;88.94;81.73;79.31;1.9149;1.8914;1.7917;1.9491;1.9124;1.8993;-0.4800;-1.4500;1.4200;-0.9600;-3.3654;1.4800
CHL;Chile;2018;0.847;0.864;23222;1.05;1.08;0.44;1.34;1.09;1.06;16.4;79.7;67;1;47.7;0.454;0.08;0;1.214843848;0;82.21;81.73;60.95;88.46;83.17;82.27;1.9149;1.9124;1.7850;1.9467;1.9200;1.9152;0.0000;3.8500;-0.9500;-0.4800;1.4423;2.9600
COL;Colombia;2007;0.713;0.721;10946;-0.22;-0.05;-1.8;0.24;-0.44;-0.17;11.4;64.7;38;3;54.5;0.561;0.07;0.7;1.056904851;0.477121255;51.46;52.43;7.25;58.25;40.67;42.31;1.7115;1.7196;0.8603;1.7653;1.6093;1.6264;-2.2000;2.1900;3.3900;2.8600;1.9139;1.4400
COL;Colombia;2008;0.72;0.73;11114;-0.24;-0.03;-1.85;0.26;-0.4;-0.17;11.3;65.4;38;3.5;54.7;0.572;0.04;-0.1;1.053078443;0.544068044;50.49;54.37;5.77;59.71;41.83;42.79;1.7032;1.7354;0.7612;1.7760;1.6215;1.6313;-0.9700;1.9400;-1.4800;1.4600;1.1571;0.4800
COL;Colombia;2009;0.724;0.737;11160;-0.31;-0.25;-1.83;0.15;-0.39;-0.15;13.3;65.45;37;3.5;54.6;0.557;0.01;2;1.123851641;0.544068044;46.89;48.8;5.21;55.98;43.13;42.65;1.6711;1.6884;0.7168;1.7480;1.6348;1.6299;-3.6000;-5.5700;-0.5600;-3.7300;1.3010;-0.1400
COL;Colombia;2010;0.729;0.741;11461;-0.39;-0.06;-1.54;0.25;-0.31;-0.13;12.2;65.5;35;3.5;54.2;0.56;0.08;-1.1;1.086359831;0.544068044;42.38;51.67;8.53;58.85;45.97;42.65;1.6272;1.7132;0.9309;1.7697;1.6625;1.6299;-4.5100;2.8700;3.3200;2.8700;2.8436;0.0000
COL;Colombia;2011;0.735;0.747;12050;-0.29;0.04;-1.28;0.36;-0.26;-0.06;12.3;66.3;34.5;3.5;53.7;0.549;0.05;0.1;1.089905111;0.544068044;49.29;56.4;12.32;61.61;47.42;46.95;1.6928;1.7513;1.0906;1.7897;1.6759;1.6716;6.9100;4.7300;3.7900;2.7600;1.4463;4.3000
COL;Colombia;2012;0.736;0.746;12469;-0.39;0.02;-1.4;0.4;-0.35;-0.06;12.4;66.3;36;3.5;53.4;0.539;-0.09;0.1;1.093421685;0.544068044;43.13;57.35;8.06;64.45;45.07;46.01;1.6348;1.7585;0.9063;1.8092;1.6539;1.6629;-6.1600;0.9500;-4.2600;2.8400;-2.3474;-0.9400
COL;Colombia;2013;0.746;0.757;13032;-0.41;0.07;-1.29;0.4;-0.41;-0.08;12.8;65.5;36;3.5;52.7;0.54;-0.06;0.4;1.10720997;0.544068044;42.18;57.82;10.43;63.98;41.78;45.54;1.6251;1.7621;1.0183;1.8060;1.6210;1.6584;-0.9500;0.4700;2.3700;-0.4700;-3.2864;-0.4700
COL;Colombia;2014;0.75;0.76;13564;-0.37;-0.1;-1.11;0.5;-0.29;-0.04;12.9;65.5;37;3.5;52.1;0.54;0.12;0.1;1.11058971;0.544068044;44.23;49.52;10.95;67.79;44.71;47.78;1.6457;1.6948;1.0394;1.8312;1.6504;1.6792;2.0500;-8.3000;0.5200;3.8100;2.9275;2.2400
COL;Colombia;2015;0.753;0.763;14038;-0.3;-0.04;-1.07;0.47;-0.27;0;13;66.2;37;3.5;51.7;0.524;0.02;0.1;1.113943352;0.544068044;47.6;52.4;12.86;68.75;46.63;47.78;1.6776;1.7193;1.1092;1.8373;1.6687;1.6792;3.3700;2.8800;1.9100;0.9600;1.9231;0.0000
COL;Colombia;2016;0.759;0.77;14186;-0.32;0.02;-0.88;0.4;-0.28;0.12;12.5;66.7;37;3;51.3;0.521;-0.01;-0.5;1.096910013;0.477121255;44.71;53.37;16.19;67.31;43.75;49.75;1.6504;1.7273;1.2092;1.8281;1.6410;1.6968;-2.8900;0.9700;3.3300;-1.4400;-2.8846;1.9700
COL;Colombia;2017;0.76;0.774;14055;-0.37;-0.07;-0.77;0.34;-0.36;0.11;13.4;66.7;37;3;50.9;0.511;-0.08;0.9;1.127104798;0.477121255;43.75;51.44;17.62;65.87;40.38;49.26;1.6410;1.7113;1.2460;1.8187;1.6062;1.6925;-0.9600;-1.9300;1.4300;-1.4400;-3.3654;-0.4900
COL;Colombia;2018;0.761;0.775;14085;-0.29;-0.09;-0.79;0.32;-0.41;0.19;12.6;69.6;36;3;50.8;0.52;-0.05;-0.8;1.100370545;0.477121255;45.19;50;19.52;64.42;38.46;52.71;1.6550;1.6990;1.2905;1.8090;1.5850;1.7219;1.4400;-1.4400;1.9000;-1.4500;-1.9231;3.4500
CRA;Costa Rica;2007;0.742;0.751;14854;0.52;0.2;0.58;0.42;0.38;0.94;8;80.4;50;1;49.1;0.498;-0.09;0.3;0.903089987;0;71.84;60.68;66.67;64.56;60.77;75;1.8564;1.7830;1.8239;1.8100;1.7837;1.8751;1.6000;4.5800;-2.4100;1.3200;-2.8708;-0.4800
CRA;Costa Rica;2008;0.75;0.76;15447;0.55;0.28;0.36;0.46;0.46;0.97;8.9;80.4;51;1;49.2;0.491;0.08;0.9;0.949390007;0;73.3;64.08;55.77;64.08;63.94;76.92;1.8651;1.8067;1.7464;1.8067;1.8058;1.8860;1.4600;3.4000;-10.9000;-0.4800;3.1768;1.9200
CRA;Costa Rica;2009;0.751;0.766;14887;0.75;0.33;0.59;0.42;0.56;1.01;10.1;80.4;53;1;49.1;0.512;0.1;1.2;1.004321374;0;73.68;64.59;65.88;65.07;66.35;77.73;1.8673;1.8102;1.8188;1.8134;1.8218;1.8906;0.3800;0.5100;10.1100;0.9900;2.4084;0.8100
CRA;Costa Rica;2010;0.754;0.767;15426;0.71;0.31;0.69;0.47;0.52;1.04;11.9;80.4;53;1;48.9;0.492;-0.04;1.8;1.075546961;0;72.86;64.59;70.14;66.51;65.40;80.57;1.8625;1.8102;1.8460;1.8229;1.8156;1.9062;-0.8200;0.0000;4.2600;1.4400;-0.9479;2.8400
CRA;Costa Rica;2011;0.768;0.786;15876;0.65;0.34;0.51;0.45;0.45;1.05;11.5;81;48;1;49.1;0.5;-0.07;-0.4;1.06069784;0;72.51;64.45;63.03;66.35;62.91;81.22;1.8604;1.8092;1.7995;1.8218;1.7987;1.9097;-0.3500;-0.1400;-7.1100;-0.1600;-2.4921;0.6500
CRA;Costa Rica;2012;0.774;0.791;16481;0.62;0.5;0.64;0.57;0.52;1.09;12;81;54;1;48.7;0.502;0.07;0.5;1.079181246;0;72.51;68.72;67.77;70.62;65.73;83.57;1.8604;1.8371;1.8310;1.8489;1.8177;1.9221;0.0000;4.2700;4.7400;4.2700;2.8169;2.3500
CRA;Costa Rica;2013;0.777;0.796;16567;0.63;0.48;0.68;0.58;0.55;1.08;12.1;80.3;53;1;48.7;0.508;0.03;0.1;1.08278537;0;72.04;68.25;67.77;69.67;66.67;83.1;1.8576;1.8341;1.8310;1.8430;1.8239;1.9196;-0.4700;-0.4700;0.0000;-0.9500;0.9390;-0.4700
CRA;Costa Rica;2014;0.785;0.807;16863;0.76;0.4;0.58;0.51;0.56;1.14;12.1;80.3;54;1;48.7;0.498;0.01;0;1.08278537;0;75;68.75;65.24;68.27;72.12;85.22;1.8751;1.8373;1.8145;1.8342;1.8580;1.9305;2.9600;0.5000;-2.5300;-1.4000;5.4487;2.1200
CRA;Costa Rica;2015;0.786;0.806;17238;0.75;0.38;0.68;0.53;0.5;1.15;12.4;79.6;55;1;48.7;0.496;-0.06;0.3;1.093421685;0;75.96;66.83;67.62;69.71;69.71;86.21;1.8806;1.8250;1.8301;1.8433;1.8433;1.9356;0.9600;-1.9200;2.3800;1.4400;-2.4038;0.9900
CRA;Costa Rica;2016;0.789;0.809;17783;0.74;0.36;0.66;0.41;0.47;1.12;12.3;78.8;58;1;48.6;0.5;-0.03;-0.1;1.089905111;0;76.44;67.31;67.62;67.79;68.27;84.73;1.8833;1.8281;1.8301;1.8312;1.8342;1.9280;0.4800;0.4800;0.0000;-1.9200;-1.4423;-1.4800
CRA;Costa Rica;2017;0.792;0.812;18161;0.47;0.25;0.61;0.45;0.45;1.12;12.5;78.8;59;1;48.6;0.496;-0.02;0.2;1.096910013;0;66.83;62.02;66.19;69.23;67.79;84.73;1.8250;1.7925;1.8208;1.8403;1.8312;1.9280;-9.6100;-5.2900;-1.4300;1.4400;-0.4808;0.0000
CRA;Costa Rica;2018;0.794;0.814;18371;0.55;0.38;0.48;0.49;0.48;1.14;12.1;80.7;56;1;48.7;0.493;0.03;-0.4;1.08278537;0;70.67;67.79;62.86;68.75;69.23;84.73;1.8492;1.8312;1.7984;1.8373;1.8403;1.9280;3.8400;5.7700;-3.3300;-0.4800;1.4423;0.0000
CUB;Cuba;2007;0.768;0.853;6636;0.31;-0.2;0.45;-1.56;-0.68;-1.85;11.5;35.2;42;7;43;;0.08;0;1.06069784;0.84509804;66.02;49.51;60.87;4.37;29.19;3.37;1.8197;1.6947;1.7844;0.6405;1.4652;0.5276;2.1200;1.2200;0.4800;-2.4900;3.3493;0.4900
CUB;Cuba;2008;0.778;0.866;6911;0.27;-0.38;0.52;-1.5;-0.82;-1.8;16.7;35.2;43;6.5;43.2;;-0.14;5.2;1.222716471;0.812913357;64.56;42.72;63.46;3.88;22.60;3.85;1.8100;1.6306;1.8025;0.5888;1.3540;0.5855;-1.4600;-6.7900;2.5900;-0.4900;-6.5905;0.4800
CUB;Cuba;2009;0.78;0.868;6953;0.28;-0.36;0.36;-1.6;-0.71;-1.7;20.1;35.2;44;6.5;43.2;;0.11;3.4;1.303196057;0.812913357;66.03;44.02;56.4;3.83;28.44;4.27;1.8197;1.6437;1.7513;0.5832;1.4539;0.6304;1.4700;1.3000;-7.0600;-0.0500;5.8399;0.4200
CUB;Cuba;2010;0.776;0.86;7151;0.31;-0.36;0.35;-1.67;-0.72;-1.62;19.9;35.2;37;6.5;43.3;;-0.01;-0.2;1.298853076;0.812913357;65.71;43.06;56.87;3.35;28.91;6.16;1.8176;1.6341;1.7549;0.5250;1.4610;0.7896;-0.3200;-0.9600;0.4700;-0.4800;0.4739;1.8900
CUB;Cuba;2011;0.775;0.854;7395;0.27;-0.38;0.28;-1.63;-0.69;-1.61;17.6;35.2;41.6;6.5;43.4;;0.03;-2.3;1.245512668;0.812913357;64.45;43.13;55.45;3.32;30.05;6.1;1.8092;1.6348;1.7439;0.5211;1.4778;0.7853;-1.2600;0.0700;-1.4200;-0.0300;1.1370;-0.0600
